               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  65,               0.021,            0.010468,          0.00054382,             0.88113,             0.91932,             0.92841,             0.73177,            0.020813,           0.0044682,          0.00019684,            0.006832,            0.006832,            0.006832
                  66,             0.02093,            0.010329,          0.00040116,             0.90066,             0.91901,             0.94574,             0.75062,            0.021089,           0.0046058,          0.00011211,           0.0067825,           0.0067825,           0.0067825
                  67,            0.020933,            0.010419,          0.00033201,             0.91962,              0.8965,             0.94498,             0.76897,            0.020911,           0.0045853,          0.00010188,            0.006733,            0.006733,            0.006733
                  68,            0.020856,            0.010209,          0.00040404,             0.89322,             0.91696,              0.9416,             0.76822,            0.020722,           0.0045732,          0.00011069,           0.0066835,           0.0066835,           0.0066835
                  69,            0.020922,            0.010152,          0.00041321,             0.88619,             0.91634,             0.94049,             0.76014,             0.02104,           0.0045291,          0.00014111,            0.006634,            0.006634,            0.006634
                  70,            0.020354,            0.010269,          0.00034975,             0.86793,               0.912,             0.93882,             0.76293,            0.020619,           0.0046389,          0.00010764,           0.0065845,           0.0065845,           0.0065845
                  71,            0.020325,            0.010035,          0.00032806,             0.86025,             0.91939,             0.93485,             0.76067,            0.021035,           0.0045609,          0.00012433,            0.006535,            0.006535,            0.006535
                  72,            0.020393,            0.010008,          0.00046623,             0.92179,             0.91262,             0.94281,             0.75718,             0.02141,           0.0045662,          0.00012366,           0.0064855,           0.0064855,           0.0064855
                  73,            0.020764,            0.010192,          0.00041687,             0.91529,             0.90384,             0.94634,             0.75977,            0.021269,           0.0044976,          8.0387e-05,            0.006436,            0.006436,            0.006436
                  74,            0.020321,            0.010192,          0.00037425,             0.92491,             0.90987,             0.94671,             0.75733,            0.020905,           0.0045207,          8.1469e-05,           0.0063865,           0.0063865,           0.0063865
                  75,            0.019979,            0.010005,           0.0003495,             0.91459,             0.91081,             0.94622,             0.75896,            0.020275,           0.0045577,          7.8418e-05,            0.006337,            0.006337,            0.006337
                  76,            0.020113,           0.0098818,          0.00029477,             0.92396,             0.90553,             0.94285,             0.76192,            0.020948,           0.0044889,          9.8594e-05,           0.0062875,           0.0062875,           0.0062875
                  77,            0.020063,            0.010059,          0.00035441,             0.92405,             0.92479,             0.94677,             0.76669,            0.020673,           0.0043478,          0.00012811,            0.006238,            0.006238,            0.006238
                  78,             0.02011,           0.0098795,          0.00026627,             0.92701,             0.90891,             0.94833,              0.7762,            0.020667,           0.0043396,          0.00010993,           0.0061885,           0.0061885,           0.0061885
                  79,            0.019813,            0.010054,          0.00031686,             0.92905,             0.90594,             0.94972,             0.77407,            0.020805,           0.0043459,          0.00013766,            0.006139,            0.006139,            0.006139
                  80,            0.019718,           0.0096884,          0.00038887,             0.93002,             0.91894,             0.94865,             0.76712,            0.020946,           0.0043668,           0.0001292,           0.0060895,           0.0060895,           0.0060895
                  81,            0.020047,           0.0099578,          0.00034445,             0.93099,              0.9279,             0.95735,             0.76633,            0.021036,           0.0043324,          9.1752e-05,             0.00604,             0.00604,             0.00604
                  82,            0.020091,           0.0099778,          0.00039807,             0.92908,             0.93255,             0.95344,             0.76084,             0.02071,           0.0043745,          0.00010253,           0.0059905,           0.0059905,           0.0059905
                  83,            0.019454,           0.0096899,          0.00036817,             0.93653,             0.93103,             0.95111,             0.75963,            0.020824,           0.0044274,          0.00010136,            0.005941,            0.005941,            0.005941
                  84,            0.019515,           0.0097549,          0.00025403,             0.91429,             0.91545,             0.94681,             0.75411,            0.020608,           0.0043781,          8.7811e-05,           0.0058915,           0.0058915,           0.0058915
                  85,             0.01945,           0.0096432,          0.00037972,             0.90626,             0.92301,             0.94646,             0.77267,            0.020407,           0.0043701,          0.00010897,            0.005842,            0.005842,            0.005842
                  86,              0.0199,           0.0096797,          0.00039823,             0.93572,             0.90741,             0.94856,             0.77778,            0.020507,           0.0043909,          0.00010984,           0.0057925,           0.0057925,           0.0057925
                  87,            0.019005,           0.0096208,          0.00025747,             0.90508,             0.92129,             0.95299,             0.78192,            0.020481,           0.0044488,          9.7482e-05,            0.005743,            0.005743,            0.005743
                  88,             0.01885,            0.009643,          0.00027255,             0.93052,             0.91754,             0.95598,             0.79136,            0.020439,           0.0043918,          8.0753e-05,           0.0056935,           0.0056935,           0.0056935
                  89,            0.018997,           0.0095129,           0.0002165,             0.91787,             0.92144,             0.95107,             0.79117,            0.020222,           0.0043975,          7.3605e-05,            0.005644,            0.005644,            0.005644
                  90,            0.018906,           0.0095674,          0.00031892,             0.92158,             0.92327,             0.95171,             0.78765,            0.020109,           0.0044227,          7.5866e-05,           0.0055945,           0.0055945,           0.0055945
                  91,            0.018945,           0.0094728,          0.00029576,             0.92668,             0.92822,             0.95284,             0.77376,             0.02028,           0.0044165,          7.5445e-05,            0.005545,            0.005545,            0.005545
                  92,             0.01888,           0.0093796,          0.00030875,             0.92447,             0.93085,             0.94934,             0.77583,            0.020363,           0.0045053,          9.9673e-05,           0.0054955,           0.0054955,           0.0054955
                  93,            0.018919,           0.0092896,          0.00030852,             0.92591,             0.92389,             0.94682,             0.77367,            0.020362,           0.0045369,          0.00012099,            0.005446,            0.005446,            0.005446
                  94,            0.018674,           0.0094267,          0.00033652,             0.92005,             0.93354,              0.9526,             0.78354,            0.020498,           0.0045201,          0.00010957,           0.0053965,           0.0053965,           0.0053965
                  95,            0.018584,           0.0093485,          0.00033116,             0.92637,             0.93069,             0.95111,             0.77757,            0.020633,           0.0044951,          0.00010813,            0.005347,            0.005347,            0.005347
                  96,            0.019035,           0.0094152,          0.00033004,             0.93549,              0.9259,             0.95413,             0.77715,             0.02047,           0.0044953,          0.00011316,           0.0052975,           0.0052975,           0.0052975
                  97,            0.018561,           0.0092707,          0.00020492,             0.91995,             0.92362,             0.95224,             0.77745,            0.020472,           0.0045128,          0.00012864,            0.005248,            0.005248,            0.005248
                  98,            0.018078,           0.0093698,          0.00026488,             0.91626,              0.9276,             0.94974,             0.78468,            0.020449,           0.0045195,          0.00011379,           0.0051985,           0.0051985,           0.0051985
                  99,             0.01844,           0.0090861,          0.00028482,             0.90471,             0.92917,             0.94632,             0.78395,            0.020421,           0.0045622,          0.00012417,            0.005149,            0.005149,            0.005149
                 100,            0.018522,           0.0089735,          0.00029098,             0.91252,             0.92723,             0.94724,             0.78462,             0.02021,           0.0045616,          0.00013156,           0.0050995,           0.0050995,           0.0050995
                 101,            0.018119,           0.0091264,          0.00031754,             0.92657,             0.92061,             0.94694,             0.77817,            0.020278,           0.0045615,          0.00012928,             0.00505,             0.00505,             0.00505
                 102,            0.018243,           0.0090997,          0.00036865,             0.92266,             0.92842,             0.94518,             0.77443,            0.020378,           0.0045405,          0.00013366,           0.0050005,           0.0050005,           0.0050005
                 103,             0.01813,           0.0090679,          0.00026649,             0.91401,             0.93502,             0.95007,             0.78606,            0.020337,            0.004509,          0.00013327,            0.004951,            0.004951,            0.004951
                 104,            0.017882,           0.0090201,          0.00032873,             0.91791,             0.93919,             0.94693,             0.78511,            0.020198,           0.0044747,          0.00014125,           0.0049015,           0.0049015,           0.0049015
                 105,            0.018141,           0.0088464,           0.0002001,             0.91644,             0.94111,              0.9468,              0.7841,            0.020085,           0.0044731,          0.00014956,            0.004852,            0.004852,            0.004852
                 106,            0.017646,             0.00885,          0.00032016,             0.90719,             0.92703,             0.94766,              0.7836,            0.020051,           0.0044642,          0.00015599,           0.0048025,           0.0048025,           0.0048025
                 107,            0.017722,           0.0090175,          0.00019053,             0.90649,             0.92191,              0.9484,             0.79145,            0.019982,            0.004462,          0.00015973,            0.004753,            0.004753,            0.004753
                 108,            0.017819,           0.0088387,          0.00032057,              0.9172,             0.93483,               0.951,             0.79618,            0.019993,           0.0044551,          0.00014669,           0.0047035,           0.0047035,           0.0047035
                 109,            0.017478,           0.0088436,          0.00025273,             0.91381,             0.93592,             0.94858,             0.79411,            0.019949,           0.0044849,          0.00014288,            0.004654,            0.004654,            0.004654
                 110,            0.017132,            0.008609,          0.00031128,             0.92969,             0.92481,             0.94732,             0.78899,            0.019992,           0.0044991,           0.0001349,           0.0046045,           0.0046045,           0.0046045
                 111,            0.018129,           0.0088852,          0.00025024,             0.92911,             0.92822,             0.94493,             0.78975,            0.019934,           0.0044877,          0.00013288,            0.004555,            0.004555,            0.004555
                 112,            0.017436,           0.0087371,          0.00021086,             0.92976,             0.93193,             0.94346,             0.78766,            0.019846,           0.0045017,          0.00013633,           0.0045055,           0.0045055,           0.0045055
                 113,            0.017191,           0.0087119,          0.00026107,             0.92669,             0.93247,             0.94384,             0.78698,            0.019968,            0.004486,          0.00012904,            0.004456,            0.004456,            0.004456
                 114,            0.017494,           0.0087312,          0.00021833,             0.92327,               0.925,             0.94584,             0.78811,            0.020017,           0.0044573,          0.00012616,           0.0044065,           0.0044065,           0.0044065
                 115,            0.017333,            0.008741,           0.0002056,             0.92264,             0.92589,             0.94586,             0.79141,            0.019997,           0.0044469,          0.00012826,            0.004357,            0.004357,            0.004357
                 116,            0.017298,           0.0086012,           0.0002529,             0.92579,             0.92129,             0.94862,             0.79293,            0.019951,           0.0044361,          0.00012576,           0.0043075,           0.0043075,           0.0043075
                 117,            0.017173,           0.0086132,          0.00021126,             0.92692,             0.92366,             0.94873,             0.79418,            0.019912,             0.00445,          0.00012496,            0.004258,            0.004258,            0.004258
                 118,            0.017104,           0.0085437,          0.00021822,             0.90831,             0.94307,             0.94915,             0.79195,            0.019876,           0.0044483,          0.00012548,           0.0042085,           0.0042085,           0.0042085
                 119,            0.017065,           0.0086015,          0.00025901,             0.93432,              0.9326,             0.95032,               0.797,            0.019814,           0.0044378,          0.00012677,            0.004159,            0.004159,            0.004159
                 120,            0.016885,           0.0086228,          0.00019902,             0.92319,             0.93824,             0.95203,             0.79688,            0.019779,           0.0044357,          0.00012576,           0.0041095,           0.0041095,           0.0041095
                 121,            0.016758,           0.0084415,          0.00020203,             0.91605,             0.94092,             0.95215,             0.79624,            0.019754,           0.0044069,          0.00013028,             0.00406,             0.00406,             0.00406
                 122,            0.016703,           0.0084808,          0.00028302,             0.91711,             0.93998,             0.95072,             0.79668,            0.019838,           0.0044106,          0.00013467,           0.0040105,           0.0040105,           0.0040105
                 123,            0.016558,           0.0084634,          0.00024105,             0.91705,             0.93733,              0.9473,             0.79394,            0.019863,           0.0044271,          0.00013567,            0.003961,            0.003961,            0.003961
                 124,            0.016421,           0.0083545,          0.00024122,             0.91906,             0.93746,             0.94864,             0.79406,            0.019849,           0.0044145,          0.00013332,           0.0039115,           0.0039115,           0.0039115
                 125,            0.016691,           0.0083866,          0.00020186,             0.91861,              0.9369,             0.95025,             0.79456,            0.019806,           0.0044069,          0.00013037,            0.003862,            0.003862,            0.003862
                 126,             0.01629,           0.0082635,          0.00021177,             0.91612,             0.93441,             0.95066,             0.79662,            0.019762,           0.0044078,          0.00012715,           0.0038125,           0.0038125,           0.0038125
                 127,            0.016168,           0.0081895,          0.00013847,             0.91715,             0.92977,             0.95052,             0.79834,            0.019743,           0.0044072,          0.00012602,            0.003763,            0.003763,            0.003763
                 128,            0.016452,           0.0081957,          0.00021628,             0.91787,              0.9322,             0.95038,             0.79966,            0.019744,           0.0043967,          0.00012284,           0.0037135,           0.0037135,           0.0037135
                 129,             0.01593,           0.0081451,          0.00017965,              0.9172,             0.93284,             0.95145,             0.80036,            0.019752,            0.004389,          0.00012388,            0.003664,            0.003664,            0.003664
                 130,            0.016088,             0.00808,          0.00023201,             0.91886,             0.93441,             0.95191,             0.79662,            0.019737,            0.004387,          0.00012212,           0.0036145,           0.0036145,           0.0036145
                 131,            0.016268,           0.0081892,          0.00022482,             0.92262,              0.9295,             0.95215,             0.79959,            0.019786,           0.0043838,            0.000124,            0.003565,            0.003565,            0.003565
                 132,            0.016035,           0.0081645,          0.00030936,             0.91891,             0.93482,             0.95297,             0.80065,            0.019811,           0.0043913,          0.00012308,           0.0035155,           0.0035155,           0.0035155
                 133,            0.016087,           0.0082003,          0.00016643,             0.92547,             0.92912,             0.95331,               0.799,            0.019838,           0.0043848,          0.00012371,            0.003466,            0.003466,            0.003466
                 134,            0.016078,            0.008128,          0.00015862,             0.92685,             0.92822,             0.95267,             0.79831,             0.01984,           0.0043812,          0.00012664,           0.0034165,           0.0034165,           0.0034165
                 135,            0.015788,           0.0079847,          0.00019976,             0.92566,             0.93007,             0.95218,               0.797,            0.019848,           0.0043918,          0.00012752,            0.003367,            0.003367,            0.003367
                 136,            0.015677,           0.0080511,          0.00016263,             0.92438,             0.93302,             0.95205,             0.79883,            0.019848,           0.0043944,          0.00012755,           0.0033175,           0.0033175,           0.0033175
                 137,            0.015773,           0.0080057,          0.00019807,             0.92421,             0.93502,               0.952,             0.79947,            0.019846,           0.0043987,          0.00012882,            0.003268,            0.003268,            0.003268
                 138,            0.015293,           0.0078806,          0.00016444,             0.92549,             0.93455,             0.95234,             0.80039,            0.019851,           0.0044047,          0.00012984,           0.0032185,           0.0032185,           0.0032185
                 139,            0.015575,           0.0078197,           0.0001672,             0.92576,              0.9354,              0.9517,             0.80131,            0.019874,           0.0044176,           0.0001337,            0.003169,            0.003169,            0.003169
                 140,            0.015478,           0.0079283,          0.00014536,             0.92846,             0.93317,             0.95155,             0.80228,            0.019902,           0.0044207,          0.00013476,           0.0031195,           0.0031195,           0.0031195
                 141,            0.015133,           0.0078854,          0.00011992,             0.93124,             0.93193,             0.95241,             0.80344,            0.019902,           0.0044252,          0.00013432,             0.00307,             0.00307,             0.00307
                 142,            0.015351,           0.0077439,          0.00017299,             0.92894,             0.93317,             0.95275,             0.80336,            0.019899,            0.004422,          0.00013235,           0.0030205,           0.0030205,           0.0030205
                 143,            0.015369,           0.0078172,           0.0001915,             0.92903,             0.93317,             0.95281,             0.80504,            0.019916,           0.0044241,          0.00013072,            0.002971,            0.002971,            0.002971
                 144,            0.015011,           0.0078083,          0.00020942,             0.93003,             0.93317,             0.95339,             0.80456,            0.019945,           0.0044279,            0.000132,           0.0029215,           0.0029215,           0.0029215
                 145,            0.014963,           0.0076959,          0.00018994,             0.93139,             0.92946,             0.95327,             0.80307,            0.019965,           0.0044339,          0.00013057,            0.002872,            0.002872,            0.002872
                 146,            0.014991,           0.0076898,          0.00014494,             0.93169,             0.92822,             0.95322,             0.80284,            0.019982,           0.0044391,          0.00012861,           0.0028225,           0.0028225,           0.0028225
                 147,            0.015066,           0.0077448,          0.00028431,             0.93326,              0.9277,             0.95355,             0.80402,            0.019981,           0.0044476,          0.00012518,            0.002773,            0.002773,            0.002773
                 148,            0.014688,           0.0076116,          0.00013432,             0.93344,             0.92536,             0.95329,             0.80359,            0.019982,           0.0044496,          0.00012816,           0.0027235,           0.0027235,           0.0027235
                 149,            0.014757,           0.0075755,          0.00015443,             0.93206,             0.92574,             0.95264,              0.8033,             0.01999,           0.0044522,          0.00013294,            0.002674,            0.002674,            0.002674
                 150,            0.014572,           0.0074839,          0.00014866,             0.93136,             0.92769,             0.95233,             0.80438,            0.020004,           0.0044556,           0.0001345,           0.0026245,           0.0026245,           0.0026245
                 151,            0.014561,           0.0075149,          0.00014796,             0.92986,             0.92779,             0.95224,             0.80322,            0.020016,           0.0044603,          0.00013616,            0.002575,            0.002575,            0.002575
                 152,             0.01472,           0.0074985,          0.00015636,             0.92923,             0.92973,             0.95294,             0.80247,            0.020031,           0.0044587,          0.00013653,           0.0025255,           0.0025255,           0.0025255
                 153,            0.014513,           0.0074612,          0.00015393,             0.92911,             0.93069,             0.95319,             0.80406,            0.020044,           0.0044574,          0.00013697,            0.002476,            0.002476,            0.002476
                 154,            0.014634,           0.0075212,          0.00019712,             0.92833,             0.93114,             0.95306,             0.80297,            0.020065,           0.0044627,          0.00013905,           0.0024265,           0.0024265,           0.0024265
                 155,            0.014469,           0.0074907,          0.00015709,             0.92624,             0.93131,               0.953,             0.80374,            0.020075,           0.0044635,          0.00013905,            0.002377,            0.002377,            0.002377
                 156,            0.014318,            0.007405,          0.00012617,             0.92611,             0.93266,              0.9527,             0.80341,            0.020091,           0.0044645,          0.00014083,           0.0023275,           0.0023275,           0.0023275
